N bic bdeu fnml qnml
20 6 6 10 9
20 6 6 10 9
20 6 6 10 9
20 6 6 10 9
20 6 6 10 9
20 6 6 10 9
20 6 6 10 9
20 6 6 11 10
20 6 6 11 10
20 6 6 11 10
20 6 6 11 10
20 6 6 11 11
20 6 6 11 12
20 6 6 11 5
20 6 6 11 8
20 6 6 11 8
20 6 6 11 9
20 6 6 11 9
20 6 6 11 9
20 6 6 11 9
20 6 6 11 9
20 6 6 11 9
20 6 6 12 10
20 6 6 12 11
20 6 6 12 11
20 6 6 12 11
20 6 6 12 11
20 6 6 12 13
20 6 6 12 8
20 6 6 12 9
20 6 6 13 10
20 6 6 13 9
20 6 6 14 8
20 6 6 3 8
20 6 6 4 8
20 6 6 5 10
20 6 6 5 10
20 6 6 5 10
20 6 6 5 10
20 6 6 5 10
20 6 6 5 5
20 6 6 5 7
20 6 6 5 8
20 6 6 5 9
20 6 6 6 10
20 6 6 6 10
20 6 6 6 11
20 6 6 6 4
20 6 6 6 4
20 6 6 6 5
20 6 6 6 6
20 6 6 6 6
20 6 6 6 6
20 6 6 6 6
20 6 6 6 6
20 6 6 6 6
20 6 6 6 7
20 6 6 6 7
20 6 6 6 7
20 6 6 6 7
20 6 6 6 7
20 6 6 6 7
20 6 6 6 7
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 8
20 6 6 6 9
20 6 6 6 9
20 6 6 6 9
20 6 6 6 9
20 6 6 6 9
20 6 6 6 9
20 6 6 6 9
20 6 6 6 9
20 6 6 7 10
20 6 6 7 10
20 6 6 7 10
20 6 6 7 10
20 6 6 7 10
20 6 6 7 10
20 6 6 7 10
20 6 6 7 11
20 6 6 7 11
20 6 6 7 3
20 6 6 7 4
20 6 6 7 4
20 6 6 7 4
20 6 6 7 6
20 6 6 7 6
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 7
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 8
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 7 9
20 6 6 8 10
20 6 6 8 10
20 6 6 8 10
20 6 6 8 10
20 6 6 8 10
20 6 6 8 10
20 6 6 8 10
20 6 6 8 10
20 6 6 8 10
20 6 6 8 10
20 6 6 8 11
20 6 6 8 11
20 6 6 8 5
20 6 6 8 5
20 6 6 8 6
20 6 6 8 6
20 6 6 8 6
20 6 6 8 6
20 6 6 8 6
20 6 6 8 7
20 6 6 8 7
20 6 6 8 7
20 6 6 8 7
20 6 6 8 7
20 6 6 8 7
20 6 6 8 7
20 6 6 8 7
20 6 6 8 7
20 6 6 8 7
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 8
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
20 6 6 8 9
